Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Detection probability	Nucleus: Area µm^2	Nucleus: Length µm	Nucleus: Circularity	Nucleus: Solidity	Nucleus: Max diameter µm	Nucleus: Min diameter µm	Cell: Area µm^2	Cell: Length µm	Cell: Circularity	Cell: Solidity	Cell: Max diameter µm	Cell: Min diameter µm	Nucleus/Cell area ratio	Hematoxylin: Nucleus: Mean	Hematoxylin: Nucleus: Median	Hematoxylin: Nucleus: Min	Hematoxylin: Nucleus: Max	Hematoxylin: Nucleus: Std.Dev.	Hematoxylin: Cytoplasm: Mean	Hematoxylin: Cytoplasm: Median	Hematoxylin: Cytoplasm: Min	Hematoxylin: Cytoplasm: Max	Hematoxylin: Cytoplasm: Std.Dev.	Hematoxylin: Membrane: Mean	Hematoxylin: Membrane: Median	Hematoxylin: Membrane: Min	Hematoxylin: Membrane: Max	Hematoxylin: Membrane: Std.Dev.	Hematoxylin: Cell: Mean	Hematoxylin: Cell: Median	Hematoxylin: Cell: Min	Hematoxylin: Cell: Max	Hematoxylin: Cell: Std.Dev.	Eosin: Nucleus: Mean	Eosin: Nucleus: Median	Eosin: Nucleus: Min	Eosin: Nucleus: Max	Eosin: Nucleus: Std.Dev.	Eosin: Cytoplasm: Mean	Eosin: Cytoplasm: Median	Eosin: Cytoplasm: Min	Eosin: Cytoplasm: Max	Eosin: Cytoplasm: Std.Dev.	Eosin: Membrane: Mean	Eosin: Membrane: Median	Eosin: Membrane: Min	Eosin: Membrane: Max	Eosin: Membrane: Std.Dev.	Eosin: Cell: Mean	Eosin: Cell: Median	Eosin: Cell: Min	Eosin: Cell: Max	Eosin: Cell: Std.Dev.
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	da60d05a-fade-4a64-85be-0d7d59754c04	PathCellObject		PathAnnotationObject	Polygon	13134.8	8932	0.6717	14.951	14.7481	0.8638	0.9582	5.5062	3.8686	35.1117	21.8026	0.9282	1	8.2593	5.8025	0.4259	0.9595	0.8719	0.4596	1.8574	0.305	0.7999	0.6158	0.2264	1.9721	0.4648	0.6861	0.523	0.2264	1.9721	0.4413	0.868	0.7913	0.2264	1.9721	0.4118	0.363	0.3764	0.1696	0.5669	0.0743	0.3761	0.3758	0.1637	0.5834	0.0885	0.3819	0.371	0.1637	0.5834	0.0835	0.3705	0.3761	0.1637	0.5834	0.0829
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	09bce4ae-bfbc-49f4-90f3-410c414e90de	PathCellObject		PathAnnotationObject	Polygon	13338	8920.5	0.6703	9.4367	11.5963	0.8818	0.9963	4.4719	2.7497	21.3183	17.3738	0.8875	1	6.71	4.1248	0.4428	0.6499	0.6168	0.4405	0.9418	0.123	0.4136	0.4192	0.2003	0.7125	0.1153	0.3543	0.3148	0.2003	0.7125	0.1168	0.5171	0.5216	0.2003	0.9418	0.1669	0.1533	0.1488	0.0528	0.2571	0.042	0.1374	0.133	0.0425	0.2561	0.056	0.1265	0.1114	0.0528	0.2561	0.0546	0.1443	0.1412	0.0425	0.2571	0.0509
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	3389db2b-b443-4ad4-a856-fee0a26be244	PathCellObject		PathAnnotationObject	Polygon	13281.8	8878.4	0.6691	15.2928	14.6072	0.9007	0.9913	5.3469	3.6692	34.7047	21.8779	0.9111	1	8.021	5.5023	0.4406	1.1378	1.2047	0.3769	1.5384	0.2704	0.5445	0.3913	0.1224	1.4774	0.4009	0.4039	0.2458	0.1224	1.4089	0.3856	0.8098	0.8268	0.1224	1.5384	0.4567	0.1927	0.1916	0.0131	0.3594	0.056	0.119	0.1057	0.0077	0.3249	0.0753	0.0836	0.0549	0.0077	0.2523	0.0662	0.152	0.1569	0.0077	0.3594	0.0766
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	347baf94-2c69-404a-a2de-e849c3d6d5e2	PathCellObject		PathAnnotationObject	Polygon	13338	9012.6	0.6689	6.1059	8.9797	0.9516	1	3.2457	2.5019	13.7374	13.4686	0.9516	1	4.8689	3.7518	0.4445	0.9876	1.0085	0.5081	1.3471	0.2162	0.6435	0.5174	0.1469	1.5247	0.3851	0.5708	0.4144	0.1469	1.5247	0.4187	0.7951	0.7399	0.1469	1.5247	0.364	0.1482	0.1641	0.0154	0.2553	0.0656	0.1215	0.1108	-0.0038	0.3316	0.0886	0.1262	0.0984	0.0161	0.3313	0.0943	0.1333	0.1374	-0.0038	0.3316	0.0803
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	0526891c-2b4c-4223-b030-0636a2d268ef	PathCellObject		PathAnnotationObject	Polygon	13232.6	8895.5	0.6679	12.3143	13.335	0.8702	0.9963	5.2271	2.988	27.8096	19.9957	0.874	1	7.8403	4.4831	0.4428	1.1021	1.0951	0.6246	1.5682	0.2234	0.6479	0.6051	0.2248	1.3437	0.2988	0.6485	0.4272	0.2248	1.3437	0.3924	0.8479	0.8682	0.2248	1.5682	0.3504	0.2057	0.2065	0.0499	0.3394	0.0589	0.1342	0.124	0.0426	0.2598	0.0555	0.1374	0.123	0.0426	0.2598	0.0638	0.1657	0.1617	0.0426	0.3394	0.0671
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	e3761cf2-0bb1-425e-b515-0d5e5ff6e2fe	PathCellObject		PathAnnotationObject	Polygon	13132.2	8944.4	0.6671	11.9037	13.8211	0.7831	0.9799	5.6663	2.7181	27.328	20.6824	0.8028	1	8.4996	4.0749	0.4355	0.9578	0.9353	0.6577	1.3536	0.153	0.7673	0.694	0.2925	1.4857	0.2753	0.7702	0.7328	0.2925	1.4243	0.3083	0.8504	0.8573	0.2925	1.4857	0.2486	0.3864	0.3954	0.151	0.4926	0.0599	0.3357	0.351	0.0672	0.55	0.1188	0.3095	0.3187	0.0799	0.5415	0.1186	0.3578	0.3764	0.0672	0.55	0.1007
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	0a540b87-ae27-4350-9b60-48604c3b8800	PathCellObject		PathAnnotationObject	Polygon	13295.8	8995.6	0.6657	14.06	13.6864	0.9432	1	5.0296	3.5504	31.6424	20.5329	0.9431	1	7.5466	5.3242	0.4444	0.8354	0.8221	0.4125	1.1957	0.1937	0.4716	0.4874	0.1675	0.8479	0.1372	0.4022	0.3813	0.1675	0.7843	0.1414	0.6322	0.5874	0.1675	1.1957	0.2444	0.1607	0.1594	0.0637	0.2609	0.0453	0.1264	0.1224	0.0262	0.281	0.0493	0.1159	0.1082	0.0403	0.2424	0.0451	0.1416	0.1387	0.0262	0.281	0.0505
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	73ab5a9c-ce50-42aa-9d65-863151246aa1	PathCellObject		PathAnnotationObject	Polygon	13339.4	9040.3	0.6633	6.8923	9.479	0.9639	1	3.3114	2.7176	15.5093	14.2191	0.964	1	4.9659	4.0769	0.4445	0.7371	0.7541	0.424	0.9257	0.1057	0.4978	0.4413	0.1761	1.0451	0.2078	0.4484	0.3632	0.1761	1.0451	0.2491	0.6032	0.6195	0.1761	1.0451	0.2077	0.1943	0.1928	0.1322	0.3127	0.0346	0.1339	0.1281	0.0254	0.2848	0.0555	0.1231	0.1124	0.0254	0.2848	0.0673	0.1605	0.1584	0.0254	0.3127	0.0561
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	54ea8d90-f38b-41ba-a3db-9e5dcdaa9f95	PathCellObject		PathAnnotationObject	Polygon	13206.2	9058.4	0.6627	7.0305	9.5985	0.9589	1	3.3224	2.7472	15.8199	14.3982	0.9589	1	4.9833	4.1206	0.4445	0.8675	0.8971	0.4592	1.3156	0.1885	0.749	0.5895	0.204	1.898	0.4528	0.7445	0.5719	0.204	1.898	0.5298	0.8019	0.7947	0.204	1.898	0.3641	0.2136	0.2125	0.1083	0.3063	0.0411	0.1716	0.1689	0.0195	0.3306	0.0622	0.1587	0.1553	0.0195	0.3306	0.0761	0.1903	0.1973	0.0195	0.3306	0.0577
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	41e4043f-5a10-463a-be7c-f9d1c84665d7	PathCellObject		PathAnnotationObject	Polygon	13291.5	9056.9	0.6619	13.9484	13.6658	0.9386	0.9977	4.7752	4.2002	31.4531	20.4934	0.9411	1	7.1627	6.3001	0.4435	1.6975	1.7498	0.6891	2.4746	0.4017	1.1774	1.0002	0.284	2.5865	0.6979	1.1549	0.977	0.3397	2.5865	0.6832	1.4082	1.5142	0.284	2.5865	0.6395	0.4394	0.4557	0.1315	0.8037	0.1607	0.291	0.2422	0.041	0.7205	0.1737	0.2535	0.2125	0.041	0.5689	0.1337	0.3569	0.3365	0.041	0.8037	0.1834
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	7cb9a038-d2d2-4352-a79c-e1afdf777dbc	PathCellObject		PathAnnotationObject	Polygon	13164.7	8993.9	0.6588	13.688	13.7118	0.9149	1	5.1727	3.4121	30.8035	20.5696	0.9149	1	7.7599	5.1193	0.4444	0.6922	0.6746	0.3463	1.1553	0.2154	0.4095	0.3851	0.1872	0.7703	0.1254	0.3377	0.334	0.1872	0.562	0.0877	0.5346	0.478	0.1872	1.1553	0.2214	0.3191	0.3188	0.2206	0.4085	0.039	0.3266	0.3147	0.1848	0.4887	0.0724	0.3145	0.2983	0.2083	0.4864	0.0699	0.3233	0.3159	0.1848	0.4887	0.0601
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	9770312f-f138-41d6-a470-c701df43d7be	PathCellObject		PathAnnotationObject	Polygon	13205.5	8920	0.6571	12.5482	14.1662	0.7858	0.9599	5.6904	2.8906	29.4201	21.1304	0.828	1	8.5355	4.3383	0.4266	1.6892	1.736	0.5431	2.4634	0.4402	1.0445	0.9795	0.1887	2.3632	0.5377	1.0104	1.0223	0.1887	2.0334	0.546	1.3228	1.3407	0.1887	2.4634	0.5914	0.3275	0.3367	0.0438	0.6894	0.1149	0.2254	0.2216	0.0276	0.5475	0.1186	0.2288	0.2291	0.0276	0.4245	0.122	0.2695	0.2717	0.0276	0.6894	0.1274
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	220e0f1d-857d-4daa-b5ff-dabd183c8724	PathCellObject		PathAnnotationObject	Polygon	13214.7	9048.3	0.6559	8.8211	10.9185	0.9298	1	4.0972	2.9203	19.8461	16.3768	0.9299	1	6.1449	4.3809	0.4444	0.6425	0.6573	0.3622	0.8313	0.1009	0.4041	0.4033	0.2586	0.6958	0.0754	0.3721	0.359	0.2586	0.6958	0.0854	0.5119	0.4734	0.2586	0.8313	0.1477	0.3386	0.3303	0.1977	0.4443	0.0523	0.2734	0.2638	0.1692	0.4226	0.0613	0.2656	0.2587	0.1692	0.4226	0.0644	0.3029	0.3034	0.1692	0.4443	0.0659
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	90e33a4c-986f-4e6b-99f4-2f61e0b9088e	PathCellObject		PathAnnotationObject	Polygon	13221.1	9013.3	0.6548	18.4294	16.2894	0.8728	0.9914	6.0173	4.0563	41.8227	24.3836	0.8839	1	9.0269	6.083	0.4407	1.1079	1.0842	0.4678	1.5702	0.2241	0.7573	0.7511	0.2614	1.4135	0.3062	0.6549	0.5785	0.2698	1.3557	0.2752	0.9129	0.9449	0.2614	1.5702	0.3237	0.2903	0.2835	0.0864	0.4309	0.0628	0.2487	0.256	0.065	0.4298	0.0991	0.234	0.2574	0.065	0.4115	0.1152	0.2672	0.2748	0.065	0.4309	0.0874
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	210bd93b-e5b3-4898-88dc-98dc37df12d6	PathCellObject		PathAnnotationObject	Polygon	13337.2	9071	0.6543	8.1914	11.1405	0.8294	0.9968	4.4939	2.2546	18.4912	16.7024	0.8329	1	6.741	3.3824	0.443	1.0486	1.0276	0.6996	1.3619	0.1678	0.7767	0.7147	0.296	1.8061	0.3196	0.7467	0.6552	0.296	1.8061	0.3864	0.8977	0.8696	0.296	1.8061	0.2956	0.2176	0.2181	0.0681	0.3154	0.0504	0.1965	0.2047	0.0259	0.3079	0.066	0.182	0.1824	0.0318	0.3079	0.0676	0.2059	0.2129	0.0259	0.3154	0.0604
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	21bb4781-4ac8-488d-aac7-e89a645bd214	PathCellObject		PathAnnotationObject	Polygon	13253.9	8881.5	0.6539	5.972	8.7969	0.9698	1	3.0314	2.6261	13.4373	13.1959	0.9697	1	4.5485	3.9397	0.4445	0.5528	0.5564	0.3814	0.6958	0.0745	0.3811	0.3772	0.1446	0.7123	0.0919	0.3683	0.3411	0.1446	0.7123	0.126	0.4579	0.4558	0.1446	0.7123	0.1202	0.1464	0.1546	0.0787	0.2054	0.0329	0.1084	0.1121	0.0043	0.18	0.0428	0.0992	0.1052	0.0043	0.18	0.0511	0.1254	0.1311	0.0043	0.2054	0.043
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	166e5db7-c3f9-4513-b2cf-1ca6ee442165	PathCellObject		PathAnnotationObject	Polygon	13256.9	8955.9	0.6523	4.4265	7.6523	0.9499	1	2.7214	2.1127	9.9582	11.4769	0.95	1	4.0798	3.1708	0.4445	0.9856	0.9834	0.6886	1.2544	0.1196	0.704	0.6973	0.4488	1.2253	0.1472	0.6688	0.5942	0.4488	1.2253	0.1877	0.8298	0.841	0.4488	1.2544	0.1949	0.124	0.1297	0.0395	0.2125	0.0382	0.1581	0.1493	0.0421	0.2661	0.0535	0.1615	0.1505	0.0421	0.2661	0.0576	0.1429	0.1381	0.0395	0.2661	0.0502
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	fcf8cfa1-6b1a-4d40-9d81-40345fb28d90	PathCellObject		PathAnnotationObject	Polygon	13215.3	9003.1	0.6488	23.2575	17.3441	0.9716	0.9987	5.8978	4.9559	52.3995	26.0067	0.9736	1	8.8469	7.436	0.4439	0.9834	0.9356	0.5658	1.4559	0.1856	0.5252	0.4311	0.1194	1.4546	0.3017	0.5142	0.3383	0.1194	1.4546	0.4035	0.7303	0.777	0.1194	1.4559	0.3429	0.2119	0.2133	0.0405	0.304	0.0444	0.1149	0.1047	-0.0157	0.3125	0.0678	0.1155	0.1098	0.0136	0.2641	0.0572	0.1583	0.1689	-0.0157	0.3125	0.0758
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	b3c972e0-2a48-4a92-a0b6-3c35843eb94c	PathCellObject		PathAnnotationObject	Polygon	13285.9	8963.4	0.6485	6.3733	9.2408	0.9379	1	3.3959	2.461	14.3429	13.8631	0.9378	1	5.0938	3.6921	0.4444	0.8507	0.8683	0.4194	1.2204	0.1907	0.4509	0.434	0.2034	0.8601	0.1546	0.3714	0.348	0.2034	0.6328	0.12	0.6247	0.5916	0.2034	1.2204	0.262	0.1746	0.1516	0.0144	0.4052	0.097	0.1091	0.1029	-0.0053	0.2559	0.0556	0.1139	0.1077	0.0075	0.2559	0.0611	0.1376	0.1213	-0.0053	0.4052	0.0829
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	2e2825b8-c61f-46e9-8259-07070d983348	PathCellObject		PathAnnotationObject	Polygon	13187	9013	0.6428	22.6793	17.2894	0.9534	0.9988	6.134	4.8706	51.0818	25.9301	0.9547	1	9.2007	7.3046	0.4439	1.1436	1.0978	0.601	1.7956	0.253	0.5688	0.5281	0.154	1.217	0.2573	0.4889	0.472	0.1646	0.9333	0.2183	0.8235	0.8407	0.154	1.7956	0.3831	0.2228	0.2263	0.0259	0.371	0.05	0.1382	0.1399	-0.0219	0.2994	0.064	0.1299	0.1243	0.0312	0.29	0.0634	0.1757	0.186	-0.0219	0.371	0.0718
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	89bddfaf-ad7c-4a43-a26c-91ccf6326fdf	PathCellObject		PathAnnotationObject	Polygon	13180.3	9047.6	0.6418	9.6853	11.2342	0.9644	1	3.9987	3.2024	21.7933	16.852	0.9643	1	5.9984	4.8034	0.4445	0.763	0.7767	0.5218	0.9404	0.1071	0.6568	0.5552	0.1825	1.6222	0.3608	0.662	0.4692	0.1825	1.6222	0.4813	0.7046	0.6984	0.1825	1.6222	0.2818	0.1662	0.1679	0.0793	0.2586	0.0337	0.1005	0.1098	0.0006	0.2405	0.0597	0.0939	0.0979	0.0018	0.2405	0.0672	0.1301	0.1436	0.0006	0.2586	0.0595
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	a713a41a-e961-4d90-b07a-8b5fc63dd26e	PathCellObject		PathAnnotationObject	Polygon	13144.7	8952	0.6403	24.6616	17.7768	0.9807	0.9985	5.9268	5.4004	55.5706	26.6543	0.9829	1	8.8908	8.1017	0.4438	1.2482	1.2286	0.5621	1.9721	0.3199	0.5511	0.4813	0.1541	1.2649	0.2874	0.4695	0.3326	0.1671	1.2649	0.3072	0.8599	0.8244	0.1541	1.9721	0.4596	0.2302	0.2266	0.0812	0.4879	0.056	0.1452	0.14	0.014	0.3294	0.069	0.1223	0.1219	0.014	0.2827	0.0609	0.1828	0.1884	0.014	0.4879	0.0763
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	a7506000-1a3f-4dec-902e-94a38c3ee38b	PathCellObject		PathAnnotationObject	Polygon	13202.1	8975.8	0.6393	10.0561	11.562	0.9453	1	4.1938	3.0418	22.6246	17.3425	0.9453	1	6.2903	4.5623	0.4445	0.5483	0.558	0.3655	0.7203	0.0729	0.3587	0.3628	0.1691	0.5451	0.0807	0.3037	0.2963	0.1691	0.4649	0.0772	0.4439	0.4404	0.1691	0.7203	0.122	0.177	0.1784	0.0874	0.267	0.0416	0.1318	0.1333	0.014	0.2617	0.0595	0.1117	0.1214	0.014	0.2225	0.063	0.1521	0.1602	0.014	0.267	0.0568
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	4d6644c5-f354-4cf2-b84a-40aac82ca428	PathCellObject		PathAnnotationObject	Polygon	13317.7	8955.2	0.6358	15.3357	14.5623	0.9088	0.978	5.0547	4.1169	35.2829	21.7182	0.94	1	7.5832	6.1761	0.4347	1.1176	1.1011	0.5835	1.725	0.2209	0.7901	0.6115	0.2405	1.8871	0.4855	0.6823	0.3659	0.2405	1.8871	0.5273	0.9331	0.9429	0.2405	1.8871	0.4247	0.2331	0.2341	0.1095	0.358	0.0526	0.174	0.1699	0.0438	0.3378	0.0642	0.1506	0.1452	0.0438	0.3136	0.0618	0.1998	0.2035	0.0438	0.358	0.0662
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	ec3f4239-bf1e-48b0-a090-2715e0cbc8d6	PathCellObject		PathAnnotationObject	Polygon	13310.7	9075.5	0.6349	9.8541	11.8167	0.8868	1	4.5879	2.7562	22.1713	17.7256	0.8867	1	6.8821	4.1334	0.4445	0.7437	0.7051	0.4998	1.217	0.1479	0.5064	0.5008	0.2418	0.8086	0.1159	0.4698	0.4616	0.2418	0.8086	0.1202	0.6129	0.6141	0.2418	1.217	0.1765	0.2163	0.2214	0.0661	0.3392	0.0502	0.1892	0.2039	0.0524	0.3319	0.0664	0.1843	0.1971	0.0547	0.3319	0.0696	0.2014	0.2114	0.0524	0.3392	0.0611
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	4de3e30d-e2e6-447c-970e-9f5d7910cfdc	PathCellObject		PathAnnotationObject	Polygon	13226	8966.7	0.6344	18.656	15.4561	0.9814	1	5.2122	4.615	41.9747	23.1841	0.9813	1	7.818	6.9214	0.4444	1.2057	1.2258	0.658	1.5394	0.16	0.6405	0.6009	0.1822	1.3649	0.3394	0.457	0.3593	0.1822	0.9288	0.234	0.8889	1.006	0.1822	1.5394	0.3931	0.2456	0.2522	-0.0398	0.3872	0.0598	0.1289	0.1056	-0.0358	0.3737	0.0904	0.0978	0.0839	0.0083	0.2167	0.0535	0.1802	0.1975	-0.0398	0.3872	0.0975
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	23c6bb05-7a22-43ff-ab56-01baf97077fe	PathCellObject		PathAnnotationObject	Polygon	13310	9095.2	0.6326	8.3439	10.9359	0.8767	1	4.1876	2.615	18.7707	16.403	0.8767	1	6.2811	3.9219	0.4444	0.7991	0.8187	0.5124	1.035	0.1201	0.5456	0.534	0.323	1.0802	0.1182	0.5239	0.5095	0.323	1.0802	0.1479	0.6579	0.6319	0.323	1.0802	0.1733	0.2208	0.2258	0.132	0.2913	0.0372	0.1522	0.156	0.0479	0.2836	0.0441	0.1337	0.1246	0.0479	0.2836	0.0502	0.1826	0.1831	0.0479	0.2913	0.0534
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	a8092d20-e082-4922-bdd9-1a59777c8163	PathCellObject		PathAnnotationObject	Polygon	13300.8	8914.3	0.6315	7.3587	10.8865	0.7803	0.9124	3.9982	2.5093	18.1472	15.9393	0.8976	1	5.9964	3.7648	0.4056	1.2082	1.2178	0.6856	1.7801	0.2566	0.9008	0.7038	0.235	2.0549	0.5279	0.7911	0.4126	0.235	1.9237	0.5674	1.0267	1.0877	0.235	2.0549	0.4625	0.2323	0.2325	0.1101	0.3375	0.0442	0.1516	0.1405	0.0223	0.3418	0.0675	0.1419	0.1257	0.056	0.3418	0.0721	0.1846	0.197	0.0223	0.3418	0.0711
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	c1cbf3ce-9d49-461d-bf5c-198d8dc00e02	PathCellObject		PathAnnotationObject	Polygon	13223.8	9049.4	0.6298	14.5253	19.2838	0.4908	0.6958	7.1534	3.6284	46.9707	26.9698	0.8115	1	10.7301	5.4428	0.3092	0.7196	0.6816	0.4416	1.1228	0.1357	0.6179	0.6138	0.2778	1.2267	0.2045	0.5358	0.4228	0.2912	1.2267	0.2279	0.6496	0.6548	0.2778	1.2267	0.1916	0.3949	0.3942	0.279	0.571	0.0582	0.3569	0.3533	0.1335	0.5883	0.1122	0.315	0.301	0.1351	0.5883	0.1131	0.3687	0.3737	0.1335	0.5883	0.1001
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	cddf1ce4-f935-4cbd-97a7-16ddacca67df	PathCellObject		PathAnnotationObject	Polygon	13153.8	8986.9	0.6292	15.9789	16.585	0.73	0.8811	5.8876	4.0765	40.8021	23.7906	0.9059	1	8.8317	6.1152	0.3916	0.9306	0.9474	0.3648	1.4124	0.2252	0.8281	0.7723	0.1476	2.1189	0.4889	0.7748	0.6317	0.1476	2.1189	0.6	0.8679	0.8631	0.1476	2.1189	0.4101	0.1878	0.189	0.0584	0.37	0.0682	0.1917	0.1871	0.011	0.3852	0.0809	0.1995	0.1917	0.011	0.3806	0.1081	0.1902	0.1884	0.011	0.3852	0.0762
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	41f96b7b-1e51-4a6b-9ec5-35768e8b3c46	PathCellObject		PathAnnotationObject	Polygon	13277.6	8940.8	0.6281	6.4949	11.7292	0.5933	0.7627	3.9699	2.6926	19.163	16.4391	0.8911	1	5.9557	4.0389	0.339	1.1401	1.1667	0.6219	1.5487	0.2445	0.9036	0.6008	0.1758	1.9957	0.6002	0.6906	0.4331	0.1758	1.8763	0.5524	0.9844	0.9272	0.1758	1.9957	0.5193	0.1121	0.1047	0.0052	0.2086	0.045	0.1357	0.1203	-0.0175	0.3763	0.0913	0.1304	0.1225	-0.0043	0.311	0.083	0.1276	0.1152	-0.0175	0.3763	0.0794
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	ee89fc47-adc2-4188-96bc-141dbe0da9d4	PathCellObject		PathAnnotationObject	Polygon	13192.6	9054.9	0.6278	6.3055	9.6161	0.8569	0.9801	3.5848	2.3674	14.4797	14.3907	0.8786	1	5.3782	3.5518	0.4356	0.7428	0.7409	0.4987	0.9476	0.1156	0.481	0.4782	0.2167	0.9047	0.166	0.4285	0.3702	0.2167	0.9047	0.1833	0.5968	0.5999	0.2167	0.9476	0.1954	0.17	0.1687	0.0819	0.2535	0.0437	0.1218	0.1208	0.0343	0.2457	0.046	0.1106	0.1094	0.0343	0.1866	0.038	0.1431	0.138	0.0343	0.2535	0.0509
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	64abaa28-2673-4656-bbd1-39610a665340	PathCellObject		PathAnnotationObject	Polygon	13252.4	9013.3	0.6276	8.036	10.4548	0.9239	1	3.8857	2.8079	18.0767	15.6809	0.9238	1	5.8278	4.2117	0.4444	0.733	0.715	0.4585	1.0286	0.1259	0.4485	0.4695	0.1707	0.6791	0.1188	0.4106	0.4192	0.1707	0.6417	0.1263	0.577	0.5756	0.1707	1.0286	0.187	0.2347	0.2359	0.12	0.2934	0.0318	0.1877	0.1972	0.0334	0.317	0.0655	0.178	0.1802	0.0334	0.317	0.0696	0.209	0.2194	0.0334	0.317	0.0579
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	56393f4f-a462-4316-9d41-07894f5102b5	PathCellObject		PathAnnotationObject	Polygon	13231.8	9018.7	0.6271	10.64	12.3339	0.8789	0.9975	4.7842	2.7389	23.9986	18.4992	0.8812	1	7.1777	4.1087	0.4433	0.8926	0.8931	0.5368	1.2633	0.167	0.5865	0.5303	0.1519	1.235	0.2652	0.5613	0.4528	0.1519	1.235	0.3502	0.7227	0.7459	0.1519	1.2633	0.273	0.408	0.4417	0.0859	0.5165	0.0902	0.2816	0.3211	0.0394	0.4727	0.1182	0.2322	0.2566	0.0394	0.454	0.13	0.3379	0.3617	0.0394	0.5165	0.1238
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	3b08b104-b91c-45fc-9fc9-0154041239ef	PathCellObject		PathAnnotationObject	Polygon	13205.6	8993.6	0.626	15.2205	14.3168	0.9331	0.9982	5.1185	3.7534	34.3102	21.458	0.9364	1	7.6777	5.6298	0.4436	0.8256	0.8197	0.4033	1.1026	0.1492	0.5913	0.5791	0.1817	1.4209	0.218	0.5877	0.5285	0.1817	1.4209	0.3101	0.6969	0.7046	0.1817	1.4209	0.2229	0.1911	0.1947	0.0754	0.2816	0.0434	0.1599	0.174	0.0087	0.2593	0.0554	0.1498	0.1595	0.0138	0.2375	0.0583	0.174	0.1841	0.0087	0.2816	0.0527
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	aa5cfb71-4c54-4207-a140-05a7d12667fb	PathCellObject		PathAnnotationObject	Polygon	13269.5	9050.2	0.6252	11.4248	13.9108	0.7419	0.9851	5.7647	2.487	26.1027	20.8261	0.7563	1	8.6485	3.7314	0.4378	0.894	0.9381	0.433	1.232	0.1834	0.5239	0.5213	0.1969	0.9104	0.1454	0.4657	0.4844	0.1969	0.7024	0.136	0.6873	0.6553	0.1969	1.232	0.2459	0.1965	0.202	0.0436	0.3246	0.0514	0.2175	0.2113	0.0394	0.4016	0.0795	0.2124	0.2037	0.0394	0.4016	0.0891	0.2083	0.2061	0.0394	0.4016	0.0693
