Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Detection probability	Nucleus: Area µm^2	Nucleus: Length µm	Nucleus: Circularity	Nucleus: Solidity	Nucleus: Max diameter µm	Nucleus: Min diameter µm	Cell: Area µm^2	Cell: Length µm	Cell: Circularity	Cell: Solidity	Cell: Max diameter µm	Cell: Min diameter µm	Nucleus/Cell area ratio	Hematoxylin: Nucleus: Mean	Hematoxylin: Nucleus: Median	Hematoxylin: Nucleus: Min	Hematoxylin: Nucleus: Max	Hematoxylin: Nucleus: Std.Dev.	Hematoxylin: Cytoplasm: Mean	Hematoxylin: Cytoplasm: Median	Hematoxylin: Cytoplasm: Min	Hematoxylin: Cytoplasm: Max	Hematoxylin: Cytoplasm: Std.Dev.	Hematoxylin: Membrane: Mean	Hematoxylin: Membrane: Median	Hematoxylin: Membrane: Min	Hematoxylin: Membrane: Max	Hematoxylin: Membrane: Std.Dev.	Hematoxylin: Cell: Mean	Hematoxylin: Cell: Median	Hematoxylin: Cell: Min	Hematoxylin: Cell: Max	Hematoxylin: Cell: Std.Dev.	Eosin: Nucleus: Mean	Eosin: Nucleus: Median	Eosin: Nucleus: Min	Eosin: Nucleus: Max	Eosin: Nucleus: Std.Dev.	Eosin: Cytoplasm: Mean	Eosin: Cytoplasm: Median	Eosin: Cytoplasm: Min	Eosin: Cytoplasm: Max	Eosin: Cytoplasm: Std.Dev.	Eosin: Membrane: Mean	Eosin: Membrane: Median	Eosin: Membrane: Min	Eosin: Membrane: Max	Eosin: Membrane: Std.Dev.	Eosin: Cell: Mean	Eosin: Cell: Median	Eosin: Cell: Min	Eosin: Cell: Max	Eosin: Cell: Std.Dev.
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	83105818-8271-47a7-b896-d138c2e8a657	PathCellObject		PathAnnotationObject	Polygon	3650.6	14691.9	0.7956	14.6659	14.6353	0.8604	0.9811	5.298	3.7768	33.6349	21.8879	0.8823	1	7.9466	5.6659	0.4361	1.0873	1.0291	0.3861	1.828	0.3709	0.4246	0.3931	0.1761	0.757	0.1237	0.3922	0.3533	0.1855	0.6914	0.1095	0.7167	0.5611	0.1761	1.828	0.4213	0.2648	0.2588	0.1053	0.4312	0.0685	0.3148	0.3114	0.1465	0.587	0.0794	0.3452	0.3583	0.1746	0.587	0.0931	0.2928	0.2872	0.1053	0.587	0.0787
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	cdc08ac8-7360-4f9d-8475-d9b6a8471eb3	PathCellObject		PathAnnotationObject	Polygon	3706.8	14745.1	0.7953	10.0956	11.5086	0.9578	1	4.138	3.1646	22.7133	17.2617	0.9579	1	6.2069	4.7467	0.4444	0.612	0.6007	0.3992	0.8883	0.1049	0.3707	0.3571	0.1104	0.6888	0.1071	0.3323	0.3251	0.1104	0.6888	0.1224	0.4795	0.4859	0.1104	0.8883	0.1603	0.1996	0.1978	0.1171	0.3086	0.0367	0.2207	0.2147	0.1213	0.4058	0.0572	0.2338	0.2279	0.1329	0.4058	0.0686	0.2112	0.2044	0.1171	0.4058	0.0501
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	a77d48f5-cb87-468e-9a50-9cda0c448947	PathCellObject		PathAnnotationObject	Polygon	3546.7	14686	0.7948	18.2148	16.8959	0.8018	0.9933	6.9942	3.423	41.2312	25.326	0.8078	1	10.4899	5.1346	0.4418	1.0482	1.0181	0.4529	1.7529	0.2512	0.5845	0.5214	0.1989	1.6661	0.2748	0.4774	0.3893	0.1989	1.2973	0.2461	0.7908	0.7636	0.1989	1.7529	0.3508	0.1801	0.1664	0.0164	0.3692	0.0671	0.2853	0.2845	0.0359	0.488	0.0941	0.2916	0.2672	0.1172	0.4698	0.0983	0.2385	0.2261	0.0164	0.488	0.0982
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	8e389e1d-9df9-4b91-a244-cc8825ae9eb5	PathCellObject		PathAnnotationObject	Polygon	3526.5	14807.9	0.7942	18.1457	15.8036	0.913	0.9937	5.797	4.4443	41.0853	23.6819	0.9206	1	8.6961	6.6667	0.4417	1.0842	1.0858	0.511	1.5477	0.1997	0.5651	0.4881	0.2289	1.1751	0.2338	0.4828	0.3876	0.2289	1.1375	0.2244	0.7932	0.8066	0.2289	1.5477	0.3385	0.176	0.1583	0.027	0.3963	0.0662	0.1727	0.1597	0.0447	0.4175	0.0723	0.1876	0.1724	0.0592	0.4175	0.0765	0.1742	0.1594	0.027	0.4175	0.0697
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	6bdd4e6f-6754-4885-975f-cc7f4f4d6d87	PathCellObject		PathAnnotationObject	Polygon	3728.1	14877.7	0.7941	11.1309	13.3424	0.7857	0.9763	5.4643	2.8019	25.6542	19.9406	0.8108	1	8.1978	4.2022	0.4339	1.1272	1.1305	0.423	1.695	0.3318	0.4378	0.4101	0.1696	0.9742	0.1617	0.3645	0.3528	0.171	0.6777	0.095	0.731	0.599	0.1696	1.695	0.422	0.1669	0.1652	0.0485	0.2978	0.048	0.1962	0.1927	0.0589	0.3927	0.0776	0.2183	0.2063	0.0823	0.3927	0.0889	0.1837	0.1758	0.0485	0.3927	0.0682
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	8ce9863f-de12-4fbf-9e13-7a7ac9b05967	PathCellObject		PathAnnotationObject	Polygon	3643.6	14754.8	0.7941	24.1896	18.219	0.9158	0.9947	6.8333	4.6716	54.7163	27.3074	0.9221	1	10.2501	7.0079	0.4421	0.6995	0.7075	0.3303	0.9704	0.1403	0.3967	0.3872	0.2543	0.6797	0.0866	0.3611	0.3608	0.2636	0.52	0.0529	0.5294	0.4839	0.2543	0.9704	0.1882	0.171	0.1667	0.0968	0.307	0.0359	0.2362	0.2378	0.1215	0.3562	0.0517	0.2527	0.2585	0.1534	0.3527	0.047	0.2076	0.1947	0.0968	0.3562	0.0558
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	87c8b2ca-e7df-47b0-bd7b-d1f83d5c22da	PathCellObject		PathAnnotationObject	Polygon	3540.2	14735.5	0.7937	16.9757	15.4526	0.8934	0.9933	5.9106	3.7232	38.4547	23.1609	0.9008	1	8.8655	5.5858	0.4415	1.1294	1.1645	0.3906	1.6385	0.2923	0.5865	0.3875	0.1734	1.9772	0.4592	0.5337	0.3069	0.1734	1.9772	0.5163	0.8275	0.7604	0.1734	1.9772	0.4773	0.1541	0.1578	0.0452	0.2591	0.041	0.1406	0.1354	0.035	0.2626	0.0482	0.1316	0.1251	0.035	0.2626	0.0586	0.1466	0.1432	0.035	0.2626	0.0456
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	c9df2443-14f2-4662-8994-417770ea6699	PathCellObject		PathAnnotationObject	Polygon	3619.9	14795.8	0.7936	16.1955	14.777	0.932	0.9969	5.2953	4.1522	36.553	22.1506	0.9362	1	7.942	6.2286	0.4431	1.019	1.0603	0.5082	1.379	0.2288	0.5959	0.5827	0.1446	1.0861	0.2231	0.5234	0.5104	0.1446	1.053	0.2479	0.785	0.7584	0.1446	1.379	0.3085	0.2881	0.2556	0.135	0.6725	0.1147	0.3216	0.2904	0.1352	0.762	0.1158	0.3383	0.2975	0.1352	0.762	0.1424	0.3066	0.2735	0.135	0.762	0.1164
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	ed64f482-79d7-426c-9469-039061d8e117	PathCellObject		PathAnnotationObject	Polygon	3576.8	14802.9	0.7929	18.0674	16.1788	0.8674	0.9888	6.1252	3.7649	41.0946	24.2009	0.8817	1	9.1886	5.6473	0.4397	0.8751	0.8642	0.5308	1.185	0.1503	0.5055	0.4293	0.2138	1.0337	0.2088	0.4143	0.3509	0.2138	0.8349	0.1699	0.6656	0.6994	0.2138	1.185	0.2609	0.2323	0.232	0.1028	0.3514	0.046	0.2387	0.227	0.0892	0.4189	0.0668	0.2469	0.2409	0.142	0.3619	0.0593	0.2359	0.2303	0.0892	0.4189	0.0587
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	0c1baa7a-0372-42fc-96e5-1ad8c74f30f3	PathCellObject		PathAnnotationObject	Polygon	3712.3	14777.9	0.7926	34.2298	21.7949	0.9055	0.9954	8.1722	5.3034	77.3744	32.6717	0.9109	1	12.2586	7.9561	0.4424	1.1111	1.0442	0.4475	2.1615	0.3445	0.5139	0.4535	0.1695	1.2656	0.2005	0.3948	0.3754	0.1695	1.0159	0.1316	0.7801	0.6887	0.1695	2.1615	0.4041	0.9773	1.0851	0.1497	1.8675	0.4426	0.5083	0.4919	0.1393	1.0992	0.1769	0.4465	0.4666	0.1485	0.632	0.1005	0.7173	0.5436	0.1393	1.8675	0.3987
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	d62b1fd0-8a52-4133-b19f-fff9b92c1cac	PathCellObject		PathAnnotationObject	Polygon	3594.7	14762	0.7915	36.1474	24.8365	0.7364	0.9837	10.4302	4.2761	82.6854	37.1582	0.7525	1	15.6458	6.4147	0.4372	1.1161	1.1323	0.4775	1.5662	0.229	0.4025	0.3558	0.096	1.3942	0.2134	0.2694	0.2576	0.1029	0.6582	0.1006	0.7157	0.6384	0.096	1.5662	0.4172	0.2268	0.2383	-0.0026	0.6313	0.093	0.2286	0.2201	0.0338	0.793	0.1305	0.2395	0.2296	0.0426	0.4803	0.1213	0.2278	0.2313	-0.0026	0.793	0.1155
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	0ec9b177-d086-4244-b008-26e3ff6f0a78	PathCellObject		PathAnnotationObject	Polygon	3648.8	14723.9	0.7905	15.3106	14.2823	0.9432	1	5.2064	3.6852	34.4477	21.4233	0.9432	1	7.8104	5.5289	0.4445	0.831	0.8366	0.5758	1.0247	0.1093	0.5478	0.5033	0.2598	1.1731	0.1654	0.4877	0.4254	0.2598	1.1731	0.1927	0.6754	0.6937	0.2598	1.1731	0.2007	0.2313	0.215	0.1369	0.5803	0.0654	0.3303	0.2672	0.1603	0.9117	0.1507	0.3486	0.2837	0.1789	0.9117	0.1667	0.2857	0.24	0.1369	0.9117	0.1297
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	0eadf890-aa6f-4df7-ab9b-d361c4c1d93a	PathCellObject		PathAnnotationObject	Polygon	3611	14835.2	0.7905	24.6732	19.2096	0.8402	0.9937	7.5129	4.2793	55.8667	28.767	0.8483	1	11.2698	6.4202	0.4417	0.8788	0.888	0.2885	1.3533	0.2212	0.3516	0.3226	0.1	1.1336	0.1625	0.2614	0.276	0.1047	0.4383	0.0807	0.5857	0.495	0.1	1.3533	0.3241	0.1445	0.1412	0.0302	0.2866	0.0511	0.171	0.175	-0.0024	0.3481	0.0874	0.1704	0.1716	-0.0024	0.3481	0.0993	0.1592	0.155	-0.0024	0.3481	0.0747
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	df71950a-4b52-422d-a02b-1a25f43d6686	PathCellObject		PathAnnotationObject	Polygon	3580.2	14742.7	0.7899	11.636	13.3674	0.8183	0.9648	5.081	3.3725	27.1454	19.8737	0.8637	1	7.621	5.0596	0.4287	1.3065	1.2448	0.5876	2.158	0.4449	0.4838	0.4683	0.2605	0.8941	0.1389	0.3809	0.3439	0.2605	0.6619	0.0962	0.8353	0.627	0.2605	2.158	0.5112	0.1781	0.1887	-0.0645	0.365	0.1085	0.2195	0.1854	0.0339	0.5887	0.1114	0.25	0.224	0.0339	0.5887	0.1297	0.2019	0.186	-0.0645	0.5887	0.112
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	1133ae7a-d75a-4331-8a8f-0ac115ee0c80	PathCellObject		PathAnnotationObject	Polygon	3538.8	14856.6	0.7893	21.6089	17.4585	0.8909	0.9963	6.8135	4.2056	48.7971	26.1736	0.8951	1	10.2206	6.3078	0.4428	0.823	0.8541	0.3215	1.1935	0.1862	0.4061	0.3687	0.1402	0.9961	0.167	0.3194	0.3039	0.1402	0.6447	0.1146	0.5912	0.5485	0.1402	1.1935	0.2717	0.1272	0.1163	0.0287	0.3276	0.049	0.1914	0.1804	0.0592	0.3458	0.0738	0.1983	0.2003	0.0594	0.3348	0.077	0.1629	0.1456	0.0287	0.3458	0.0715
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	87c4423e-a578-449f-a9b6-ca4c06a30c81	PathCellObject		PathAnnotationObject	Polygon	3546.4	14741.3	0.7886	7.8398	10.2916	0.9301	0.9953	3.5853	2.9924	17.7243	15.4304	0.9355	1	5.3782	4.4886	0.4423	1.4816	1.4559	0.6244	2.3912	0.4667	0.7315	0.7248	0.337	1.2626	0.2219	0.6571	0.67	0.3608	0.9997	0.1748	1.0609	0.9092	0.337	2.3912	0.5117	0.9027	0.9249	0.2624	1.5872	0.2717	0.4298	0.4298	0.155	0.8173	0.1516	0.3776	0.3777	0.155	0.6318	0.1319	0.6374	0.5646	0.155	1.5872	0.3168
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	f4884213-d9d6-486e-ac1b-245ac8c8b548	PathCellObject		PathAnnotationObject	Polygon	3533.5	14849.6	0.7886	10.6617	12.3161	0.8833	1	4.811	2.853	23.9914	18.4746	0.8833	1	7.2162	4.2803	0.4444	1.3346	1.3354	0.6219	2.0689	0.4361	0.5054	0.4464	0.1574	1.1923	0.2167	0.3987	0.3568	0.1574	0.9068	0.1786	0.8762	0.7171	0.1574	2.0689	0.5301	0.1568	0.1651	0.0005	0.2939	0.0694	0.198	0.2028	0.0796	0.3062	0.0441	0.1885	0.2006	0.0796	0.29	0.0517	0.1796	0.1885	0.0005	0.3062	0.0604
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	21fbc205-c400-4612-95a8-681812ac4cb7	PathCellObject		PathAnnotationObject	Polygon	3634.1	14877.1	0.7884	21.9079	17.9995	0.8497	0.9971	7.2008	3.7531	49.4381	26.985	0.8532	1	10.8013	5.6298	0.4432	0.6071	0.5981	0.326	0.8809	0.1135	0.4193	0.3979	0.201	1.1395	0.1501	0.3942	0.3452	0.201	1.1395	0.209	0.5029	0.4827	0.201	1.1395	0.1641	0.3241	0.34	0.1329	0.5591	0.1103	0.3192	0.3031	0.1085	0.5749	0.1283	0.2981	0.2796	0.1085	0.5749	0.1347	0.3214	0.3231	0.1085	0.5749	0.1206
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	a706d222-5a81-481d-ae87-9696a7509e82	PathCellObject		PathAnnotationObject	Polygon	3616.5	14692.9	0.7869	17.9471	15.6971	0.9153	0.9955	5.9956	3.8852	40.564	23.5319	0.9205	1	8.9939	5.8274	0.4424	0.9264	0.9192	0.3978	1.4348	0.2385	0.4553	0.433	0.2532	0.9949	0.1251	0.4107	0.3749	0.2532	0.9949	0.1333	0.6646	0.5652	0.2532	1.4348	0.2979	0.2605	0.259	0.1789	0.3682	0.0331	0.2807	0.2871	0.0518	0.4273	0.0651	0.2854	0.3084	0.0518	0.4273	0.0804	0.2718	0.2696	0.0518	0.4273	0.0542
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	c77bba0f-5812-417e-aed6-d1141bdde975	PathCellObject		PathAnnotationObject	Polygon	3730.4	14844.8	0.7864	19.9379	17.622	0.8068	0.9822	7.0812	3.5826	45.6689	26.3568	0.8261	1	10.6214	5.3731	0.4366	1.267	1.284	0.377	2.083	0.4005	0.5033	0.4376	0.1929	1.827	0.2592	0.3962	0.3681	0.2142	0.7053	0.1267	0.84	0.6685	0.1929	2.083	0.5021	0.315	0.3167	0.1606	0.4384	0.0486	0.3594	0.3533	0.2126	0.5786	0.0794	0.3844	0.3682	0.2381	0.5786	0.0817	0.3399	0.3322	0.1606	0.5786	0.0711
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	5a9bbcde-c2c8-484e-9f1b-656e932fe5ce	PathCellObject		PathAnnotationObject	Polygon	3655.4	14680.6	0.7847	11.3908	12.2689	0.9509	1	4.4424	3.2857	25.631	18.4034	0.951	1	6.6636	4.9293	0.4444	1.0298	0.935	0.4956	1.8676	0.3438	0.4648	0.478	0.1544	0.8415	0.1626	0.3807	0.4258	0.1544	0.7204	0.1506	0.7175	0.6364	0.1544	1.8676	0.3826	0.1805	0.1577	0.0494	0.3791	0.0752	0.2124	0.1979	0.0283	0.4232	0.1085	0.2089	0.2001	0.0283	0.4232	0.1136	0.1981	0.1752	0.0283	0.4232	0.0963
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	cb2626b4-68ca-445a-b0be-14d79b85f699	PathCellObject		PathAnnotationObject	Polygon	3590.8	14784.1	0.7847	39.4048	23.5979	0.8892	0.9983	9.0975	5.5635	88.8137	35.3823	0.8915	1	13.6472	8.3452	0.4437	0.6579	0.6534	0.3703	0.9991	0.114	0.4347	0.4005	0.1656	0.999	0.1688	0.3899	0.3645	0.1656	0.7936	0.1508	0.534	0.5437	0.1656	0.9991	0.1841	0.1911	0.1835	0.0971	0.4721	0.043	0.285	0.2269	0.0711	0.9004	0.1519	0.3054	0.245	0.1208	0.6513	0.1437	0.2432	0.2	0.0711	0.9004	0.1257
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	a8b09bba-e30b-430f-9bcb-5c155d9c87b6	PathCellObject		PathAnnotationObject	Polygon	3598.5	14777.6	0.7846	13.567	14.3435	0.8287	0.9857	5.6194	3.1371	30.9678	21.4791	0.8435	1	8.4296	4.7047	0.4381	1.1088	1.1078	0.4219	1.675	0.3333	0.4578	0.4291	0.2042	0.9619	0.1663	0.3984	0.3517	0.2042	0.9619	0.1696	0.7469	0.6157	0.2042	1.675	0.4116	0.3371	0.3098	0.1487	0.6131	0.098	0.304	0.307	0.1029	0.5022	0.0899	0.3124	0.3122	0.1557	0.4835	0.0886	0.3187	0.308	0.1029	0.6131	0.095
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	91c59438-34df-4ca9-9751-cefb257e87b0	PathCellObject		PathAnnotationObject	Polygon	3707.7	14731.3	0.784	13.3345	14.7357	0.7717	0.989	6.1442	2.7534	30.3363	22.0657	0.783	1	9.2173	4.1299	0.4396	0.9999	1.0507	0.4649	1.3484	0.226	0.4725	0.4374	0.2582	0.8794	0.1412	0.3958	0.3509	0.2582	0.7025	0.1195	0.7067	0.6267	0.2582	1.3484	0.3201	0.2378	0.2436	0.1031	0.3718	0.0563	0.2996	0.3073	0.1423	0.3933	0.0491	0.283	0.2857	0.1423	0.3701	0.0617	0.2721	0.279	0.1031	0.3933	0.0607
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	0b9ee016-ac03-44c4-bd64-c332498e9574	PathCellObject		PathAnnotationObject	Polygon	3712.3	14739.5	0.7824	18.1369	15.7586	0.9178	0.997	5.9133	3.8045	40.9302	23.6276	0.9213	1	8.8704	5.7071	0.4431	1.0441	1.0406	0.4173	1.7134	0.2967	0.3927	0.3689	0.1175	0.9566	0.1512	0.3014	0.2942	0.1175	0.5413	0.1016	0.679	0.5666	0.1175	1.7134	0.395	0.3456	0.3147	0.1404	0.6575	0.0961	0.2965	0.2994	0.0445	0.5864	0.1115	0.2827	0.2956	0.0445	0.4692	0.1175	0.3181	0.3076	0.0445	0.6575	0.1078
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	718bc982-f643-419c-bc45-e91f0fff33d6	PathCellObject		PathAnnotationObject	Polygon	3524.8	14665.4	0.7819	12.0282	12.7961	0.9231	1	4.8599	3.2456	27.0623	19.1934	0.9231	1	7.2888	4.8677	0.4445	1.5128	1.5096	0.688	2.1355	0.3893	0.7569	0.7526	0.3099	1.2245	0.2083	0.6392	0.5697	0.3099	1.0454	0.1971	1.0919	0.9805	0.3099	2.1355	0.4821	0.1434	0.1532	-0.0085	0.2888	0.0694	0.1642	0.1577	0.0673	0.2497	0.0377	0.1558	0.1517	0.0673	0.2431	0.0333	0.155	0.157	-0.0085	0.2888	0.055
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	4486e44c-e7d6-40d3-8042-7e2823677d64	PathCellObject		PathAnnotationObject	Polygon	3637.9	14675.1	0.7807	20.8785	17.1864	0.8883	0.9881	6.4305	4.4772	47.542	25.7385	0.9018	1	9.645	6.716	0.4391	1.2627	1.228	0.5257	1.922	0.289	0.5336	0.3941	0.1481	1.5224	0.3303	0.436	0.3148	0.1481	1.3286	0.3239	0.8511	0.8334	0.1481	1.922	0.4782	0.212	0.214	0.1071	0.36	0.0448	0.1847	0.184	0.0822	0.3008	0.0432	0.1879	0.1835	0.0822	0.3008	0.0496	0.1966	0.1978	0.0822	0.36	0.0459
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	605f99ed-1311-4321-8661-e2e8772a5a65	PathCellObject		PathAnnotationObject	Polygon	3659.3	14881.4	0.7805	14.2331	14.5511	0.8447	0.9903	5.8006	3.2528	32.3418	21.8066	0.8547	1	8.7009	4.8785	0.4401	0.7701	0.7571	0.4633	1.1116	0.1448	0.4671	0.4699	0.2363	0.686	0.0865	0.3979	0.3817	0.2363	0.5471	0.0712	0.5992	0.5566	0.2363	1.1116	0.1896	0.3036	0.2879	0.1794	0.4588	0.0777	0.3172	0.31	0.1369	0.5059	0.0829	0.3158	0.2981	0.1413	0.5059	0.0895	0.3113	0.301	0.1369	0.5059	0.0809
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	8d1e9a58-bad5-4d6d-ac92-d874c333e6b8	PathCellObject		PathAnnotationObject	Polygon	3573	14850.2	0.7796	15.6906	15.3597	0.8358	0.9966	6.1184	3.174	35.4112	23.0317	0.8389	1	9.1773	4.7568	0.4431	0.953	0.965	0.5468	1.2704	0.1522	0.5235	0.4908	0.1442	1.2949	0.2405	0.4456	0.4068	0.1442	1.2894	0.2202	0.7125	0.7265	0.1442	1.2949	0.2967	0.1432	0.1358	0.0608	0.2795	0.0465	0.2093	0.2052	0.0489	0.7355	0.0741	0.2483	0.2374	0.0697	0.7355	0.0948	0.1802	0.175	0.0489	0.7355	0.0714
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	b20b7bb7-ecff-4b53-847d-fadd9ca27979	PathCellObject		PathAnnotationObject	Polygon	3670.8	14858.3	0.7796	19.0692	16.2804	0.9041	1	6.1644	4.0209	42.9025	24.4203	0.904	1	9.2468	6.0312	0.4445	1.0435	1.0342	0.3603	1.606	0.321	0.4192	0.4058	0.1403	0.8679	0.1318	0.3885	0.3777	0.1456	0.8679	0.1353	0.6978	0.5547	0.1403	1.606	0.3898	0.2951	0.2766	0.1167	0.8398	0.1025	0.3174	0.3189	0.0931	0.7087	0.1096	0.3456	0.3416	0.0931	0.7087	0.1263	0.3074	0.2947	0.0931	0.8398	0.107
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	6ab589c9-0bb6-40bc-8ea9-8c157cd8a8cc	PathCellObject		PathAnnotationObject	Polygon	3729.9	14769.7	0.7794	22.9848	18.5011	0.8438	0.9968	7.3433	4.146	51.8844	27.7466	0.8469	1	11.0161	6.2195	0.443	1.1815	1.2339	0.5956	1.5015	0.2076	0.6056	0.5521	0.1863	1.4467	0.2867	0.4566	0.3594	0.1863	1.2273	0.2489	0.8601	0.8652	0.1863	1.5015	0.383	0.3937	0.3282	0.1658	1.0533	0.1907	0.3359	0.2455	0.0719	1.0859	0.2308	0.286	0.2027	0.076	0.9964	0.2238	0.3615	0.2864	0.0719	1.0859	0.2158
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	c4832083-3815-49f4-b23c-c91dc37c3d46	PathCellObject		PathAnnotationObject	Polygon	3649.5	14840.4	0.7788	19.9839	17.5603	0.8144	0.9934	7.0806	3.4782	45.2645	26.3274	0.8206	1	10.6213	5.2181	0.4415	0.8058	0.8256	0.4625	1.0249	0.1419	0.4067	0.4131	0.1255	0.667	0.1099	0.3199	0.3365	0.1255	0.4512	0.0819	0.5822	0.5304	0.1255	1.0249	0.2342	0.2039	0.1961	0.0855	0.3104	0.0408	0.2214	0.2325	0.0774	0.4141	0.0788	0.2429	0.2575	0.0788	0.4141	0.0884	0.2137	0.2124	0.0774	0.4141	0.0654
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	3bffe01f-8d98-4d62-9856-dbc6ee411afb	PathCellObject		PathAnnotationObject	Polygon	3532.3	14680	0.7782	14.9478	15.9225	0.7409	0.9795	6.6909	2.9436	34.3309	23.8204	0.7603	1	10.0359	4.4162	0.4354	1.0786	1.0825	0.4968	1.6402	0.2419	0.5678	0.4231	0.165	1.7677	0.3933	0.457	0.3405	0.165	1.6577	0.3345	0.7914	0.739	0.165	1.7677	0.4204	0.1617	0.1653	0.0493	0.2505	0.0417	0.1584	0.1651	-0.0182	0.4081	0.0814	0.1851	0.1832	0.0151	0.4081	0.0913	0.1598	0.1651	-0.0182	0.4081	0.067
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	f68d40e9-affb-4f98-8250-9090e1002a08	PathCellObject		PathAnnotationObject	Polygon	3600.5	14672.3	0.7775	18.2464	15.4606	0.9593	1	5.5322	4.2373	41.0517	23.19	0.9593	1	8.2976	6.356	0.4444	0.824	0.8023	0.3713	1.232	0.216	0.358	0.3527	0.1253	0.6899	0.1131	0.2725	0.2782	0.1253	0.5342	0.0882	0.5622	0.4915	0.1253	1.232	0.2848	0.3895	0.3742	0.0559	0.71	0.1577	0.3292	0.3345	0.0615	0.6801	0.1597	0.3336	0.3186	0.0814	0.6801	0.1744	0.3556	0.3517	0.0559	0.71	0.1615
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	3f8431d1-923c-452d-bd3f-e58c464b560b	PathCellObject		PathAnnotationObject	Polygon	3578.1	14837.1	0.7773	11.6314	12.4146	0.9484	1	4.4676	3.426	26.1697	18.6218	0.9483	1	6.7022	5.139	0.4445	0.8214	0.8189	0.5718	1.0598	0.1134	0.5182	0.5209	0.2286	0.9797	0.1457	0.4407	0.4203	0.2286	0.8694	0.1476	0.6527	0.6469	0.2286	1.0598	0.2005	0.2173	0.1949	0.0713	0.533	0.0988	0.335	0.3111	0.1235	0.8315	0.1361	0.3477	0.3181	0.1305	0.7559	0.1346	0.2828	0.2523	0.0713	0.8315	0.1343
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	658d67de-c8d0-462e-a2fa-6c880dc9daa5	PathCellObject		PathAnnotationObject	Polygon	3674.2	14806.8	0.777	11.0967	12.6604	0.87	0.9977	5.0154	2.8873	25.0201	18.9846	0.8724	1	7.5237	4.3303	0.4434	0.4979	0.5088	0.2434	0.7506	0.1179	0.2604	0.2397	0.0934	0.5479	0.1084	0.2099	0.189	0.0934	0.4283	0.0863	0.3661	0.3545	0.0934	0.7506	0.1632	0.1598	0.1551	0.0799	0.2995	0.0472	0.1636	0.1917	-0.0147	0.3908	0.0915	0.1598	0.1911	-0.0147	0.3908	0.1088	0.1619	0.1677	-0.0147	0.3908	0.0751
